Endodermis,Epidermis,Exodermis,GeneralCortex,InnerCortex,MeristematicCortex,MeristematicZone,Phloem,QuiescentCenter,Vasculature,Xylem
Solyc03g078813,Solyc02g070280,Solyc02g070800,Solyc02g080640,Solyc03g063090,Solyc09g015880,Solyc03g060510,Solyc02g067850,Solyc03g007995,Solyc03g118740,Solyc02g084560
Solyc03g079860,Solyc02g071070,Solyc02g071030,Solyc02g080790,Solyc03g079865,Solyc09g018220,Solyc03g061590,Solyc02g068160,Solyc03g013620,Solyc03g119480,Solyc02g085285
Solyc03g080150,Solyc02g071940,Solyc02g071060,Solyc02g081050,Solyc03g080040,Solyc09g031770,Solyc03g062700,Solyc02g068270,Solyc03g026140,Solyc03g120290,Solyc02g085430
Solyc03g082530,Solyc02g072460,Solyc02g071130,Solyc02g081600,Solyc03g082550,Solyc09g059390,Solyc03g062905,Solyc02g068400,Solyc03g026340,Solyc03g120380,Solyc02g085495
Solyc03g083190,Solyc02g074590,Solyc02g071475,Solyc02g081610,Solyc03g083843,Solyc09g063090,Solyc03g063160,Solyc02g069020,Solyc03g033330,Solyc03g120970,Solyc02g085530
Solyc03g083847,Solyc02g076830,Solyc02g073571,Solyc02g082200,Solyc03g093390,Solyc09g091090,Solyc03g063690,Solyc02g069025,Solyc03g034201,Solyc03g121295,Solyc02g085710
Solyc03g093450,Solyc02g076860,Solyc02g076695,Solyc02g082240,Solyc03g093610,Solyc10g006210,Solyc03g071710,Solyc02g069540,Solyc03g036470,Solyc03g123420,Solyc02g085770
Solyc03g093560,Solyc02g076890,Solyc02g077020,Solyc02g083410,Solyc03g093630,Solyc10g008000,Solyc03g080170,Solyc02g069910,Solyc03g043610,Solyc04g005920,Solyc02g086050
Solyc03g094060,Solyc02g076990,Solyc02g077140,Solyc02g083700,Solyc03g093820,Solyc10g009090,Solyc03g082575,Solyc02g070030,Solyc03g043620,Solyc04g006990,Solyc02g086095
Solyc03g095950,Solyc02g077360,Solyc02g078250,Solyc02g083810,Solyc03g095810,Solyc10g017490,Solyc03g083490,Solyc02g070040,Solyc03g044273,Solyc04g008430,Solyc02g086510
Solyc03g096450,Solyc02g077520,Solyc02g078320,Solyc02g084380,Solyc03g095850,Solyc10g051030,Solyc03g083510,Solyc02g070420,Solyc03g044350,Solyc04g008830,Solyc02g087810
Solyc03g096880,Solyc02g077540,Solyc02g078750,Solyc02g084440,Solyc03g096050,Solyc10g052510,Solyc03g083680,Solyc02g070450,Solyc03g045140,Solyc04g008910,Solyc02g088400
Solyc03g097882,Solyc02g077620,Solyc02g079280,Solyc02g084740,Solyc03g096290,Solyc10g054730,Solyc03g083820,Solyc02g070730,Solyc03g046596,Solyc04g009250,Solyc02g088958
Solyc03g111000,Solyc02g077640,Solyc02g079570,Solyc02g084850,Solyc03g096550,Solyc10g074490,Solyc03g094010,Solyc02g071200,Solyc03g051660,Solyc04g009290,Solyc02g088983
Solyc03g111510,Solyc02g077720,Solyc02g079780,Solyc02g085470,Solyc03g096770,Solyc10g078730,Solyc03g096645,Solyc02g071210,Solyc03g059160,Solyc04g009660,Solyc02g089497
Solyc03g112755,Solyc02g077760,Solyc02g079870,Solyc02g085910,Solyc03g097950,Solyc10g078760,Solyc03g098060,Solyc02g071310,Solyc03g061655,Solyc04g014240,Solyc02g089500
Solyc03g113410,Solyc02g078100,Solyc02g079930,Solyc02g085935,Solyc03g098440,Solyc10g079320,Solyc03g110983,Solyc02g072250,Solyc03g063497,Solyc04g014520,Solyc02g089510
Solyc03g113845,Solyc02g078910,Solyc02g079960,Solyc02g086280,Solyc03g098660,Solyc10g080045,Solyc03g110987,Solyc02g076850,Solyc03g077960,Solyc04g015600,Solyc02g089515
Solyc03g114240,Solyc02g079220,Solyc02g080030,Solyc02g086380,Solyc03g111140,Solyc11g005660,Solyc03g112190,Solyc02g077270,Solyc03g078270,Solyc04g016015,Solyc02g089530
Solyc03g115120,Solyc02g079440,Solyc02g080120,Solyc02g086730,Solyc03g111600,Solyc11g011340,Solyc03g112240,Solyc02g078290,Solyc03g078350,Solyc04g016400,Solyc02g090047
Solyc03g115163,Solyc02g079920,Solyc02g080200,Solyc02g086770,Solyc03g111700,Solyc11g011540,Solyc03g112880,Solyc02g078410,Solyc03g082700,Solyc04g024340,Solyc02g090545
Solyc03g115190,Solyc02g080160,Solyc02g080290,Solyc02g086880,Solyc03g111780,Solyc11g011870,Solyc03g112920,Solyc02g078630,Solyc03g082975,Solyc04g040000,Solyc02g091060
Solyc03g115415,Solyc02g080560,Solyc02g080310,Solyc02g087600,Solyc03g112540,Solyc11g012720,Solyc03g112930,Solyc02g079010,Solyc03g083665,Solyc04g050850,Solyc02g091345
Solyc03g116243,Solyc02g080910,Solyc02g080450,Solyc02g087890,Solyc03g112680,Solyc11g056270,Solyc03g113720,Solyc02g079025,Solyc03g083670,Solyc04g051470,Solyc02g091540
Solyc03g116245,Solyc02g081260,Solyc02g080540,Solyc02g088040,Solyc03g112720,Solyc11g065870,Solyc03g114800,Solyc02g079390,Solyc03g093700,Solyc04g054475,Solyc02g091625
Solyc03g117390,Solyc02g081290,Solyc02g080640,Solyc02g088070,Solyc03g112760,Solyc11g066940,Solyc03g115080,Solyc02g079940,Solyc03g096300,Solyc04g054730,Solyc02g092150
Solyc03g117550,Solyc02g081570,Solyc02g080790,Solyc02g088200,Solyc03g115020,Solyc11g072380,Solyc03g115243,Solyc02g080100,Solyc03g097450,Solyc04g057895,Solyc02g092285
Solyc03g117820,Solyc02g081990,Solyc02g081170,Solyc02g088560,Solyc03g115520,Solyc12g005630,Solyc03g115845,Solyc02g080615,Solyc03g097500,Solyc04g071500,Solyc02g092517
Solyc03g119600,Solyc02g082215,Solyc02g081360,Solyc02g088820,Solyc03g116800,Solyc12g006975,Solyc03g116390,Solyc02g080900,Solyc03g098480,Solyc04g071890,Solyc02g092610
Solyc03g120830,Solyc02g082750,Solyc02g081400,Solyc02g089090,Solyc03g117680,Solyc12g010480,Solyc03g116480,Solyc02g081270,Solyc03g110930,Solyc04g074165,Solyc03g005210
Solyc03g121000,Solyc02g082910,Solyc02g081600,Solyc02g089250,Solyc03g119640,Solyc12g017515,Solyc03g116630,Solyc02g081300,Solyc03g111830,Solyc04g074660,Solyc03g005350
Solyc03g122010,Solyc02g082950,Solyc02g081690,Solyc02g089660,Solyc03g119690,Solyc12g035170,Solyc03g116815,Solyc02g082060,Solyc03g114290,Solyc04g074820,Solyc03g005810
Solyc03g123680,Solyc02g083040,Solyc02g082240,Solyc02g089690,Solyc03g119700,Solyc12g035620,Solyc03g117080,Solyc02g082630,Solyc03g114330,Solyc04g074940,Solyc03g007395
Solyc04g008780,Solyc02g083870,Solyc02g082450,Solyc02g090680,Solyc03g120330,Solyc12g036550,Solyc03g119120,Solyc02g083330,Solyc03g114360,Solyc04g076440,Solyc03g007950
Solyc04g009370,Solyc02g084600,Solyc02g082510,Solyc02g091450,Solyc03g120495,Solyc12g038820,Solyc03g119180,Solyc02g083380,Solyc03g114750,Solyc04g076570,Solyc03g020060
Solyc04g009420,Solyc02g085240,Solyc02g083410,Solyc02g091560,Solyc03g120640,Solyc12g055940,Solyc03g120660,Solyc02g083620,Solyc03g115820,Solyc04g076660,Solyc03g025460
Solyc04g009470,Solyc02g085375,Solyc02g083700,Solyc02g091590,Solyc03g120680,Solyc12g056295,Solyc03g120775,Solyc02g083630,Solyc03g116590,Solyc04g076750,Solyc03g025927
Solyc04g011545,Solyc02g085720,Solyc02g083930,Solyc02g092140,Solyc03g121090,Solyc12g056810,Solyc03g120930,Solyc02g084100,Solyc03g117690,Solyc04g077190,Solyc03g025930
Solyc04g026230,Solyc02g086810,Solyc02g084210,Solyc02g092410,Solyc03g121530,Solyc12g087860,Solyc03g121060,Solyc02g084330,Solyc03g118160,Solyc04g077650,Solyc03g026090
Solyc04g039810,Solyc02g087425,Solyc02g084440,Solyc02g092570,Solyc03g123710,Solyc12g095950,Solyc03g121790,Solyc02g084540,Solyc03g118760,Solyc04g078640,Solyc03g033370
Solyc04g050225,Solyc02g087580,Solyc02g084740,Solyc02g092670,Solyc04g005640,,Solyc04g005460,Solyc02g085080,Solyc03g121010,Solyc04g079190,Solyc03g033730
Solyc04g051427,Solyc02g088090,Solyc02g084790,Solyc02g092715,Solyc04g005800,,Solyc04g005580,Solyc02g085190,Solyc03g121490,Solyc04g079560,Solyc03g033810
Solyc04g051480,Solyc02g088740,Solyc02g084850,Solyc02g092720,Solyc04g007150,,Solyc04g007360,Solyc02g085600,Solyc03g122350,Solyc04g080640,Solyc03g033830
Solyc04g053055,Solyc02g088954,Solyc02g084980,Solyc02g092770,Solyc04g007160,,Solyc04g008060,Solyc02g085930,Solyc03g123390,Solyc04g080940,Solyc03g034410
Solyc04g054385,Solyc02g089615,Solyc02g085025,Solyc02g093197,Solyc04g008230,,Solyc04g008470,Solyc02g086140,Solyc03g123440,Solyc04g082255,Solyc03g043870
Solyc04g056730,Solyc02g089685,Solyc02g085180,Solyc02g093230,Solyc04g008330,,Solyc04g008850,Solyc02g086467,Solyc03g123950,Solyc04g082710,Solyc03g044200
Solyc04g058130,Solyc02g089990,Solyc02g085850,Solyc02g094740,Solyc04g009540,,Solyc04g008960,Solyc02g086630,Solyc04g005070,Solyc04g083160,Solyc03g053027
Solyc04g071300,Solyc02g090640,Solyc02g086280,Solyc03g005760,Solyc04g009790,,Solyc04g009400,Solyc02g086650,Solyc04g005210,Solyc05g005480,Solyc03g053060
Solyc04g071310,Solyc02g091180,Solyc02g086517,Solyc03g005770,Solyc04g009850,,Solyc04g009940,Solyc02g086800,Solyc04g007110,Solyc05g005535,Solyc03g058210
Solyc04g071930,Solyc02g091220,Solyc02g086590,Solyc03g005820,Solyc04g010190,,Solyc04g010050,Solyc02g087010,Solyc04g008615,Solyc05g005540,Solyc03g058300
Solyc04g072550,Solyc02g091250,Solyc02g086770,Solyc03g006240,Solyc04g011465,,Solyc04g010100,Solyc02g087280,Solyc04g009450,Solyc05g005877,Solyc03g059140
Solyc04g072605,Solyc02g091440,Solyc02g086880,Solyc03g006490,Solyc04g011767,,Solyc04g010270,Solyc02g088290,Solyc04g009520,Solyc05g006040,Solyc03g078015
Solyc04g072785,Solyc02g091810,Solyc02g086890,Solyc03g006880,Solyc04g014220,,Solyc04g011470,Solyc02g089480,Solyc04g010135,Solyc05g006890,Solyc03g078405
Solyc04g072880,Solyc02g092040,Solyc02g087120,Solyc03g007710,Solyc04g014600,,Solyc04g011700,Solyc02g089650,Solyc04g014730,Solyc05g007240,Solyc03g080130
Solyc04g074160,Solyc02g092210,Solyc02g087990,Solyc03g007750,Solyc04g015070,,Solyc04g014310,Solyc02g090920,Solyc04g015850,Solyc05g007890,Solyc03g083090
Solyc04g076695,Solyc02g093255,Solyc02g088190,Solyc03g007870,Solyc04g026235,,Solyc04g014320,Solyc02g091023,Solyc04g026272,Solyc05g008290,Solyc03g083147
Solyc04g077110,Solyc02g093860,Solyc02g088200,Solyc03g013240,Solyc04g028570,,Solyc04g015540,Solyc02g091110,Solyc04g026276,Solyc05g009210,Solyc03g083180
Solyc04g077230,Solyc02g094110,Solyc02g088560,Solyc03g013340,Solyc04g040160,,Solyc04g025120,Solyc02g091300,Solyc04g047727,Solyc05g009880,Solyc03g083450
Solyc04g077450,Solyc02g094380,Solyc02g088820,Solyc03g019670,Solyc04g045475,,Solyc04g049965,Solyc02g092090,Solyc04g049135,Solyc05g010245,Solyc03g093440
Solyc04g077980,Solyc02g094751,Solyc02g089250,Solyc03g019700,Solyc04g049640,,Solyc04g050360,Solyc02g092350,Solyc04g050160,Solyc05g010530,Solyc03g095330
Solyc04g078450,Solyc03g005240,Solyc02g089310,Solyc03g019790,Solyc04g050560,,Solyc04g051125,Solyc02g093040,Solyc04g050820,Solyc05g010680,Solyc03g095820
Solyc04g079047,Solyc03g005700,Solyc02g089700,Solyc03g025700,Solyc04g053130,,Solyc04g064660,Solyc02g093540,Solyc04g051780,Solyc05g014485,Solyc03g095960
Solyc04g080560,Solyc03g005890,Solyc02g089920,Solyc03g026370,Solyc04g054370,,Solyc04g064870,Solyc02g093600,Solyc04g053050,Solyc05g015150,Solyc03g097886
Solyc04g081700,Solyc03g006190,Solyc02g090100,Solyc03g031530,Solyc04g055140,,Solyc04g071005,Solyc02g094210,Solyc04g056320,Solyc05g015250,Solyc03g098100
Solyc04g082820,Solyc03g006310,Solyc02g091240,Solyc03g032010,Solyc04g055250,,Solyc04g071700,Solyc02g094860,Solyc04g064720,Solyc05g018310,Solyc03g098125
Solyc04g082940,Solyc03g007300,Solyc02g091260,Solyc03g032210,Solyc04g064940,,Solyc04g072520,Solyc03g005330,Solyc04g064860,Solyc05g018880,Solyc03g098710
Solyc05g006410,Solyc03g007820,Solyc02g091520,Solyc03g034220,Solyc04g071580,,Solyc04g074750,Solyc03g006290,Solyc04g074140,Solyc05g046130,Solyc03g111060
Solyc05g009950,Solyc03g019690,Solyc02g091940,Solyc03g034320,Solyc04g072500,,Solyc04g076050,Solyc03g006670,Solyc04g074530,Solyc05g046340,Solyc03g111420
Solyc05g013207,Solyc03g019870,Solyc02g092130,Solyc03g044028,Solyc04g072850,,Solyc04g076965,Solyc03g006905,Solyc04g075015,Solyc05g050000,Solyc03g111785
Solyc05g013410,Solyc03g020010,Solyc02g092670,Solyc03g044625,Solyc04g072920,,Solyc04g077160,Solyc03g013260,Solyc04g076070,Solyc05g050490,Solyc03g113510
Solyc05g013670,Solyc03g020015,Solyc02g092715,Solyc03g044747,Solyc04g074130,,Solyc04g077570,Solyc03g019770,Solyc04g076410,Solyc05g051740,Solyc03g113670
Solyc05g014220,Solyc03g025490,Solyc02g092750,Solyc03g062930,Solyc04g074810,,Solyc04g077930,Solyc03g025790,Solyc04g077430,Solyc05g052410,Solyc03g113750
Solyc05g015047,Solyc03g025570,Solyc02g092770,Solyc03g063090,Solyc04g074850,,Solyc04g078460,Solyc03g025795,Solyc04g077490,Solyc05g052710,Solyc03g115640
Solyc05g015847,Solyc03g025710,Solyc02g093090,Solyc03g079865,Solyc04g074880,,Solyc04g078660,Solyc03g025860,Solyc04g078430,Solyc05g053990,Solyc03g116247
Solyc05g016120,Solyc03g026030,Solyc02g093230,Solyc03g080040,Solyc04g074900,,Solyc04g080710,Solyc03g031560,Solyc04g078480,Solyc05g054200,Solyc03g117055
Solyc05g017900,Solyc03g026070,Solyc02g094180,Solyc03g080060,Solyc04g076800,,Solyc04g080870,Solyc03g031650,Solyc04g079730,Solyc05g054470,Solyc03g117720
Solyc05g018630,Solyc03g026120,Solyc03g005195,Solyc03g082550,Solyc04g077770,,Solyc04g081150,Solyc03g031910,Solyc04g079930,Solyc06g007580,Solyc03g117860
Solyc05g021530,Solyc03g031850,Solyc03g005355,Solyc03g082890,Solyc04g077950,,Solyc04g081250,Solyc03g032240,Solyc04g081110,Solyc06g007790,Solyc03g118990
Solyc05g021540,Solyc03g033440,Solyc03g005570,Solyc03g083843,Solyc04g079110,,Solyc04g082110,Solyc03g033840,Solyc04g081900,Solyc06g008480,Solyc03g119860
Solyc05g021550,Solyc03g033510,Solyc03g005630,Solyc03g083910,Solyc04g079470,,Solyc04g082725,Solyc03g034300,Solyc04g082180,Solyc06g009783,Solyc03g120530
Solyc05g021555,Solyc03g033970,Solyc03g005640,Solyc03g093390,Solyc05g005260,,Solyc05g006343,Solyc03g043640,Solyc04g082450,Solyc06g009840,Solyc03g120620
Solyc05g021570,Solyc03g034400,Solyc03g005760,Solyc03g093610,Solyc05g005873,,Solyc05g006450,Solyc03g043855,Solyc05g008990,Solyc06g034340,Solyc04g005140
Solyc05g021580,Solyc03g044080,Solyc03g005840,Solyc03g093630,Solyc05g007980,,Solyc05g006455,Solyc03g043860,Solyc05g009450,Solyc06g036520,Solyc04g005480
Solyc05g047440,Solyc03g044097,Solyc03g006240,Solyc03g093820,Solyc05g008630,,Solyc05g006880,Solyc03g044060,Solyc05g010180,Solyc06g050350,Solyc04g007630
Solyc05g050090,Solyc03g045110,Solyc03g006410,Solyc03g095810,Solyc05g009300,,Solyc05g006970,Solyc03g046200,Solyc05g010475,Solyc06g050530,Solyc04g007790
Solyc05g050330,Solyc03g045123,Solyc03g007750,Solyc03g095850,Solyc05g010320,,Solyc05g007730,Solyc03g059090,Solyc05g012720,Solyc06g050900,Solyc04g009155
Solyc05g050432,Solyc03g046380,Solyc03g007870,Solyc03g096050,Solyc05g010517,,Solyc05g007790,Solyc03g064040,Solyc05g012800,Solyc06g053440,Solyc04g009170
Solyc05g052550,Solyc03g059190,Solyc03g019650,Solyc03g096290,Solyc05g011890,,Solyc05g008130,Solyc03g078055,Solyc05g014290,Solyc06g053470,Solyc04g009465
Solyc05g054690,Solyc03g063493,Solyc03g020030,Solyc03g096550,Solyc05g012370,,Solyc05g008300,Solyc03g078690,Solyc05g015640,Solyc06g054620,Solyc04g010330
Solyc05g055390,Solyc03g063495,Solyc03g025870,Solyc03g096770,Solyc05g013060,,Solyc05g008330,Solyc03g078830,Solyc05g016624,Solyc06g059995,Solyc04g011950
Solyc05g056590,Solyc03g070390,Solyc03g026110,Solyc03g096850,Solyc05g015720,,Solyc05g008670,Solyc03g079910,Solyc05g018240,Solyc06g060013,Solyc04g014930
Solyc06g005410,Solyc03g078060,Solyc03g026230,Solyc03g097820,Solyc05g018930,,Solyc05g010620,Solyc03g079960,Solyc05g021110,Solyc06g060530,Solyc04g015570
Solyc06g007190,Solyc03g078090,Solyc03g026370,Solyc03g097950,Solyc05g024260,,Solyc05g011825,Solyc03g082900,Solyc05g021390,Solyc06g061110,Solyc04g016250
Solyc06g007280,Solyc03g080000,Solyc03g031530,Solyc03g098440,Solyc05g026045,,Solyc05g012150,Solyc03g083900,Solyc05g024230,Solyc06g061230,Solyc04g026110
Solyc06g007740,Solyc03g080020,Solyc03g031920,Solyc03g098660,Solyc05g041540,,Solyc05g012310,Solyc03g093470,Solyc05g032660,Solyc06g062360,Solyc04g039760
Solyc06g009260,Solyc03g081200,Solyc03g032060,Solyc03g111140,Solyc05g044630,,Solyc05g012360,Solyc03g094050,Solyc05g041360,Solyc06g062980,Solyc04g039820
Solyc06g009610,Solyc03g083460,Solyc03g032210,Solyc03g111597,Solyc05g045705,,Solyc05g013495,Solyc03g095300,Solyc05g041440,Solyc06g065800,Solyc04g049150
Solyc06g011560,Solyc03g083470,Solyc03g033550,Solyc03g111600,Solyc05g049940,,Solyc05g014120,Solyc03g095313,Solyc05g046280,Solyc06g066160,Solyc04g049224
Solyc06g019190,Solyc03g083660,Solyc03g033610,Solyc03g111700,Solyc05g050130,,Solyc05g014500,Solyc03g095317,Solyc05g047530,Solyc06g066170,Solyc04g049226
Solyc06g031697,Solyc03g083710,Solyc03g034270,Solyc03g111780,Solyc05g050280,,Solyc05g014560,Solyc03g095710,Solyc05g050340,Solyc06g066380,Solyc04g049730
Solyc06g034080,Solyc03g083840,Solyc03g044100,Solyc03g112390,Solyc05g050500,,Solyc05g017890,Solyc03g097080,Solyc05g051450,Solyc06g068810,Solyc04g050305
Solyc06g035610,Solyc03g090990,Solyc03g044790,Solyc03g112540,Solyc05g050530,,Solyc05g021105,Solyc03g097150,Solyc05g051992,Solyc06g071320,Solyc04g050565
Solyc06g036120,Solyc03g091000,Solyc03g063470,Solyc03g112680,Solyc05g050720,,Solyc05g023700,Solyc03g097410,Solyc05g052170,Solyc06g071480,Solyc04g050840
Solyc06g036463,Solyc03g091010,Solyc03g078020,Solyc03g112720,Solyc05g051620,,Solyc05g024010,Solyc03g097420,Solyc05g052540,Solyc06g072270,Solyc04g050900
Solyc06g043260,Solyc03g091020,Solyc03g080060,Solyc03g112760,Solyc05g052030,,Solyc05g024370,Solyc03g097570,Solyc05g052890,Solyc06g073055,Solyc04g051390
Solyc06g043275,Solyc03g091030,Solyc03g082610,Solyc03g113030,Solyc05g052470,,Solyc05g047590,Solyc03g097580,Solyc05g052940,Solyc06g073165,Solyc04g056430
Solyc06g050220,Solyc03g093040,Solyc03g082890,Solyc03g115020,Solyc05g052820,,Solyc05g050570,Solyc03g097585,Solyc05g053180,Solyc06g074000,Solyc04g056498
Solyc06g050830,Solyc03g093050,Solyc03g083720,Solyc03g115520,Solyc05g053950,,Solyc05g051215,Solyc03g097590,Solyc05g054870,Solyc06g074850,Solyc04g056505
Solyc06g050833,Solyc03g093060,Solyc03g093270,Solyc03g116800,Solyc05g055270,,Solyc05g052010,Solyc03g097600,Solyc05g055130,Solyc06g075220,Solyc04g058190
Solyc06g051930,Solyc03g093070,Solyc03g093400,Solyc03g117680,Solyc05g055380,,Solyc05g052720,Solyc03g097610,Solyc05g055890,Solyc06g075660,Solyc04g064640
Solyc06g053520,Solyc03g093130,Solyc03g093890,Solyc03g118240,Solyc05g055910,,Solyc05g053020,Solyc03g097650,Solyc06g005310,Solyc06g076010,Solyc04g064650
Solyc06g054150,Solyc03g093280,Solyc03g096030,Solyc03g119080,Solyc05g055990,,Solyc05g053100,Solyc03g097960,Solyc06g007530,Solyc06g076035,Solyc04g071600
Solyc06g054625,Solyc03g093290,Solyc03g096250,Solyc03g119640,Solyc05g056070,,Solyc05g053190,Solyc03g098070,Solyc06g008803,Solyc06g076050,Solyc04g072895
Solyc06g060010,Solyc03g093625,Solyc03g096420,Solyc03g119690,Solyc05g056200,,Solyc05g053320,Solyc03g098190,Solyc06g008805,Solyc06g076330,Solyc04g074905
Solyc06g060300,Solyc03g094040,Solyc03g096780,Solyc03g119700,Solyc05g056470,,Solyc05g053880,Solyc03g098290,Solyc06g010260,Solyc06g076610,Solyc04g076260
Solyc06g060680,Solyc03g094110,Solyc03g096850,Solyc03g119930,Solyc06g005640,,Solyc05g054190,Solyc03g098720,Solyc06g016790,Solyc06g082350,Solyc04g076690
Solyc06g062450,Solyc03g096460,Solyc03g097030,Solyc03g120330,Solyc06g007760,,Solyc05g054530,Solyc03g111055,Solyc06g024203,Solyc06g082460,Solyc04g076720
Solyc06g062690,Solyc03g097750,Solyc03g097170,Solyc03g120495,Solyc06g007970,,Solyc05g054790,Solyc03g111690,Solyc06g024207,Solyc06g083100,Solyc04g076940
Solyc06g063260,Solyc03g097760,Solyc03g097820,Solyc03g120640,Solyc06g008120,,Solyc05g054795,Solyc03g111797,Solyc06g024240,Solyc06g084420,Solyc04g077210
Solyc06g063270,Solyc03g098300,Solyc03g098120,Solyc03g120680,Solyc06g008590,,Solyc05g054840,Solyc03g112460,Solyc06g024380,Solyc06g084450,Solyc04g077290
Solyc06g063295,Solyc03g098730,Solyc03g110890,Solyc03g120870,Solyc06g008800,,Solyc05g054850,Solyc03g112490,Solyc06g024386,Solyc07g005010,Solyc04g077745
Solyc06g064610,Solyc03g111730,Solyc03g111310,Solyc03g121040,Solyc06g008840,,Solyc05g054965,Solyc03g112740,Solyc06g025415,Solyc07g005840,Solyc04g077750
Solyc06g064895,Solyc03g111790,Solyc03g111597,Solyc03g121090,Solyc06g009370,,Solyc05g056090,Solyc03g112785,Solyc06g036170,Solyc07g005920,Solyc04g078200
Solyc06g066470,Solyc03g112100,Solyc03g112080,Solyc03g121480,Solyc06g010240,,Solyc06g005220,Solyc03g112790,Solyc06g036310,Solyc07g006320,Solyc04g078670
Solyc06g068610,Solyc03g112565,Solyc03g112297,Solyc03g121530,Solyc06g033980,,Solyc06g005910,Solyc03g112840,Solyc06g043036,Solyc07g007180,Solyc04g078790
Solyc06g069270,Solyc03g112970,Solyc03g112390,Solyc03g123710,Solyc06g036680,,Solyc06g007480,Solyc03g112860,Solyc06g051060,Solyc07g007690,Solyc04g079040
Solyc06g069565,Solyc03g113120,Solyc03g112960,Solyc04g005640,Solyc06g048820,,Solyc06g008050,Solyc03g113180,Solyc06g051660,Solyc07g007800,Solyc04g079150
Solyc06g072390,Solyc03g113290,Solyc03g113030,Solyc04g005800,Solyc06g050715,,Solyc06g009225,Solyc03g113340,Solyc06g053150,Solyc07g007830,Solyc04g079880
Solyc06g072690,Solyc03g113300,Solyc03g113580,Solyc04g007150,Solyc06g051960,,Solyc06g010030,Solyc03g113540,Solyc06g053230,Solyc07g007950,Solyc04g080285
Solyc06g073130,Solyc03g113570,Solyc03g113840,Solyc04g007160,Solyc06g053370,,Solyc06g010060,Solyc03g113860,Solyc06g053510,Solyc07g007980,Solyc04g081160
Solyc06g073200,Solyc03g114100,Solyc03g114090,Solyc04g008230,Solyc06g053600,,Solyc06g035710,Solyc03g113960,Solyc06g053640,Solyc07g008130,Solyc04g081650
Solyc06g073210,Solyc03g114130,Solyc03g114450,Solyc04g008310,Solyc06g054300,,Solyc06g035790,Solyc03g114390,Solyc06g053950,Solyc07g008660,Solyc04g081660
Solyc06g073380,Solyc03g114210,Solyc03g114640,Solyc04g008330,Solyc06g059870,,Solyc06g050710,Solyc03g114430,Solyc06g054140,Solyc07g009360,Solyc04g081960
Solyc06g074370,Solyc03g114700,Solyc03g114710,Solyc04g008570,Solyc06g060520,,Solyc06g050840,Solyc03g114940,Solyc06g054240,Solyc07g017410,Solyc04g082565
Solyc06g074620,Solyc03g114890,Solyc03g114850,Solyc04g009030,Solyc06g060560,,Solyc06g051040,Solyc03g115780,Solyc06g054280,Solyc07g025510,Solyc04g082860
Solyc06g074750,Solyc03g114965,Solyc03g114970,Solyc04g009540,Solyc06g061070,,Solyc06g051560,Solyc03g115890,Solyc06g060800,Solyc07g038190,Solyc04g082920
Solyc06g076210,Solyc03g115365,Solyc03g115690,Solyc04g009790,Solyc06g061100,,Solyc06g051745,Solyc03g116067,Solyc06g062440,Solyc07g041970,Solyc05g005125
Solyc06g076400,Solyc03g115450,Solyc03g115930,Solyc04g009795,Solyc06g065390,,Solyc06g051840,Solyc03g116940,Solyc06g064660,Solyc07g042490,Solyc05g005310
Solyc06g076440,Solyc03g115710,Solyc03g115960,Solyc04g009850,Solyc06g065990,,Solyc06g053220,Solyc03g117050,Solyc06g065740,Solyc07g042520,Solyc05g006460
Solyc06g082310,Solyc03g115843,Solyc03g116470,Solyc04g010190,Solyc06g067860,,Solyc06g053850,Solyc03g117543,Solyc06g066820,Solyc07g042900,Solyc05g006720
Solyc07g005410,Solyc03g115847,Solyc03g116490,Solyc04g011465,Solyc06g067980,,Solyc06g053930,Solyc03g117630,Solyc06g067975,Solyc07g043240,Solyc05g008550
Solyc07g005420,Solyc03g115880,Solyc03g116570,Solyc04g011520,Solyc06g068450,,Solyc06g054430,Solyc03g118120,Solyc06g068520,Solyc07g047760,Solyc05g008800
Solyc07g006460,Solyc03g116510,Solyc03g116910,Solyc04g011767,Solyc06g068690,,Solyc06g059860,Solyc03g118250,Solyc06g069370,Solyc07g048050,Solyc05g009660
Solyc07g007240,Solyc03g116580,Solyc03g117070,Solyc04g014220,Solyc06g068850,,Solyc06g061130,Solyc03g118915,Solyc06g069697,Solyc07g049400,Solyc05g012000
Solyc07g007325,Solyc03g117570,Solyc03g117365,Solyc04g014600,Solyc06g069030,,Solyc06g062280,Solyc03g119190,Solyc06g069820,Solyc07g051840,Solyc05g012700
Solyc07g008475,Solyc03g118710,Solyc03g118240,Solyc04g015070,Solyc06g069385,,Solyc06g062290,Solyc03g119230,Solyc06g071630,Solyc07g053165,Solyc05g013390
Solyc07g008930,Solyc03g119160,Solyc03g118720,Solyc04g016070,Solyc06g071670,,Solyc06g062430,Solyc03g119340,Solyc06g072650,Solyc07g053640,Solyc05g014060
Solyc07g017370,Solyc03g119260,Solyc03g118820,Solyc04g026235,Solyc06g071790,,Solyc06g062680,Solyc03g119470,Solyc06g072820,Solyc07g054680,Solyc05g014410
Solyc07g018144,Solyc03g119320,Solyc03g119030,Solyc04g028570,Solyc06g074050,,Solyc06g062970,Solyc03g119630,Solyc06g072950,Solyc07g055180,Solyc05g014652
